City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Arraial do Cabo,-22.97,-42.03,84.2,62,0,16.11,BR,1609359103
Upernavik,72.79,-56.15,22.82,86,100,10.71,GL,1609359029
Coffs Harbour,-30.3,153.13,66.2,93,40,6.93,AU,1609359104
Alofi,-19.06,-169.92,80.6,88,89,3.36,NU,1609359104
Vaitape,-16.52,-151.75,82.08,75,97,16.84,PF,1609359104
Avarua,-21.21,-159.78,80.6,83,37,11.41,CK,1609359104
Ponta do Sol,32.67,-17.1,59.0,87,40,13.87,PT,1609359104
Eufaula,31.89,-85.15,70.0,70,55,1.01,US,1609359104
North Bend,43.41,-124.22,50.0,93,90,12.75,US,1609359104
Poum,-20.23,164.02,80.62,85,100,15.14,NC,1609359104
Yumen,40.28,97.2,13.12,80,100,11.12,CN,1609359104
Port Elizabeth,-33.92,25.57,62.6,93,0,5.82,ZA,1609359104
Ranfurly,-45.13,170.1,52.0,93,94,1.19,NZ,1609359105
Jiuquan,39.74,98.52,9.43,79,100,2.75,CN,1609359105
Guiyang,26.58,106.72,32.0,87,90,6.71,CN,1609359105
Surab,28.49,66.26,34.02,59,100,1.63,PK,1609359105
Husavik,66.04,-17.34,19.4,79,75,4.7,IS,1609359078
Hermanus,-34.42,19.23,64.0,81,0,13.6,ZA,1609359105
Faanui,-16.48,-151.75,81.23,77,99,16.84,PF,1609359040
Båtsfjord,70.63,29.72,28.4,58,0,9.17,NO,1609358955
Haines Junction,60.75,-137.51,15.6,93,94,0.43,CA,1609359105
Huicheng,23.04,116.29,42.8,30,0,13.42,CN,1609359105
Notre-Dame-de-Gravenchon,49.49,0.57,39.0,100,100,8.05,FR,1609359105
Charters Towers,-20.1,146.27,71.73,93,100,9.73,AU,1609359106
Clyde River,70.47,-68.59,-9.4,83,75,4.7,CA,1609359106
Provideniya,64.38,-173.3,26.6,79,75,15.66,RU,1609358976
Castro,-24.79,-50.01,75.25,80,19,7.45,BR,1609359067
San Luis,-33.3,-66.34,79.27,17,0,15.79,AR,1609358950
Kirakira,-10.45,161.92,82.02,75,100,5.57,SB,1609359106
Ribeira Grande,38.52,-28.7,57.2,76,20,12.75,PT,1609359106
Ormara,25.21,64.64,66.94,49,70,5.84,PK,1609359106
Sal Rei,16.18,-22.92,73.4,78,75,14.99,CV,1609359106
Casma,-41.01,-73.12,62.6,55,75,3.36,CL,1609359106
Port Hardy,50.7,-127.42,46.4,87,75,31.09,CA,1609359000
Saskylakh,71.92,114.08,-25.2,84,34,7.92,RU,1609359107
Puerto Ayora,-0.74,-90.35,87.8,48,0,16.11,EC,1609359107
Mumford,5.26,-0.76,80.94,85,94,9.35,GH,1609359107
Kenai,60.55,-151.26,28.99,85,1,6.93,US,1609359107
George Town,5.41,100.34,77.0,88,20,2.24,MY,1609359064
Saldanha,-33.01,17.94,66.2,68,0,8.05,ZA,1609359107
Korla,41.76,86.15,15.66,83,0,3.04,CN,1609359107
Vitim,59.45,112.56,-23.8,84,100,4.43,RU,1609359107
Lagoa,39.05,-27.98,58.91,76,100,16.82,PT,1609359107
San Cristobal,7.77,-72.22,78.8,69,40,9.17,VE,1609359108
Kautokeino,69.01,23.04,20.77,97,100,6.26,NO,1609359108
Nikolskoye,59.7,30.79,34.0,94,90,13.42,RU,1609359108
Kahului,20.89,-156.47,77.0,57,20,5.82,US,1609359108
Yellowknife,62.46,-114.35,-2.99,83,75,3.36,CA,1609359108
Sangar,63.92,127.47,-22.59,81,62,3.15,RU,1609359108
Tasiilaq,65.61,-37.64,15.8,66,20,4.7,GL,1609359108
Hong Kong,22.29,114.16,48.99,43,0,1.99,HK,1609358886
Adrar,20.5,-10.07,74.8,32,0,5.73,MR,1609359109
Hithadhoo,-0.6,73.08,82.53,76,39,7.92,MV,1609359025
Tiksi,71.69,128.87,-10.75,90,99,6.24,RU,1609359022
New Norfolk,-42.78,147.06,54.0,73,100,1.01,AU,1609359109
Verkhoyansk,67.54,133.38,-19.01,86,99,0.45,RU,1609359109
Tura,25.52,90.22,57.72,61,0,3.69,IN,1609359109
Tuktoyaktuk,69.45,-133.04,-20.2,75,75,8.05,CA,1609359109
Fortuna,40.6,-124.16,52.0,49,90,18.34,US,1609359109
Katsuura,35.13,140.3,37.4,37,20,23.04,JP,1609358894
Bucecea,47.77,26.43,37.99,93,0,5.82,RO,1609359109
Warmbad,-28.45,18.73,79.86,24,0,18.99,NA,1609359110
Tuatapere,-46.13,167.68,56.75,78,100,0.16,NZ,1609359110
Hobart,-42.88,147.33,54.0,93,90,9.17,AU,1609358838
Malé,4.17,73.51,82.4,88,75,12.75,MV,1609359110
Taltal,-25.4,-70.48,72.84,52,22,7.47,CL,1609359110
Bonavista,48.65,-53.11,26.6,68,31,8.05,CA,1609359110
Longyan,25.11,117.02,31.5,86,7,4.85,CN,1609359110
Boende,-0.22,20.87,74.32,93,100,3.47,CD,1609359110
Kostanay,53.17,63.58,-7.6,83,100,2.24,KZ,1609359110
Kiryat Gat,31.61,34.76,61.0,57,0,3.0,IL,1609359060
Ancud,-41.87,-73.82,61.0,67,75,10.29,CL,1609359096
Casino,-28.87,153.05,68.0,94,14,2.86,AU,1609359111
Aksarayskiy,46.79,48.01,24.8,92,75,8.95,RU,1609359111
Ossora,59.24,163.07,9.75,94,100,17.02,RU,1609359111
Marzuq,14.4,46.47,61.02,61,0,1.59,YE,1609359111
Nikki,9.94,3.21,77.92,23,84,3.53,BJ,1609359111
Dikson,73.51,80.55,-21.03,85,8,7.14,RU,1609359060
Joshīmath,30.57,79.57,35.58,34,0,7.65,IN,1609359112
Polson,47.69,-114.16,28.0,63,100,2.95,US,1609359112
Sinnamary,5.38,-52.95,81.27,76,100,6.76,GF,1609359112
Riyadh,24.69,46.72,53.6,71,0,2.24,SA,1609358862
Chapais,49.78,-74.85,12.2,85,90,8.05,CA,1609359112
Khatanga,71.97,102.5,-29.07,82,0,3.53,RU,1609359112
Mahébourg,-20.41,57.7,75.2,94,40,14.99,MU,1609359112
Nioro,13.35,-15.75,85.57,22,0,2.13,GM,1609359112
Vila Velha,-20.33,-40.29,84.2,66,0,20.8,BR,1609359112
Fairbanks,64.84,-147.72,-4.0,83,20,2.24,US,1609359065
Arrondissement d'Ajaccio,42.0,8.92,41.0,86,90,9.17,FR,1609359113
Erenhot,43.65,111.98,-2.87,80,0,16.33,CN,1609359113
Médéa,36.26,2.75,44.6,81,40,3.36,DZ,1609359113
Severnyy,50.68,36.55,33.8,94,90,13.42,RU,1609359113
Srednekolymsk,67.45,153.68,-36.24,82,100,8.19,RU,1609359113
Carnarvon,-24.87,113.63,75.2,94,45,11.41,AU,1609359113
Mvangué,2.97,11.52,71.42,87,21,3.29,CM,1609359113
Kulhudhuffushi,6.62,73.07,82.22,77,65,11.36,MV,1609359113
Saint-Philippe,-21.36,55.77,77.0,83,20,27.51,RE,1609359113
Aleksandrov Gay,50.15,48.57,8.24,95,90,6.42,RU,1609359114
Manicoré,-5.81,-61.3,78.01,80,100,3.6,BR,1609359100
Cockburn Town,21.46,-71.14,78.8,65,40,18.34,TC,1609359114
Tari,12.41,4.49,79.12,18,0,9.42,NG,1609359114
Kaitangata,-46.28,169.85,60.01,90,91,11.99,NZ,1609359114
Mikhaylovka,50.06,43.24,23.0,93,100,5.01,RU,1609359114
Paamiut,61.99,-49.67,33.62,84,100,8.03,GL,1609359114
Sitka,57.05,-135.33,39.2,93,75,5.82,US,1609358966
Ostrovnoy,68.05,39.51,13.87,94,94,13.33,RU,1609359115
Esperance,-33.87,121.9,60.8,87,90,12.75,AU,1609359115
Marabba,12.35,32.18,78.96,20,0,11.32,SD,1609359115
Wasilla,61.58,-149.44,32.0,92,20,11.41,US,1609359115
Cidreira,-30.18,-50.21,82.78,67,13,8.9,BR,1609359115
Awjilah,29.11,21.29,55.78,43,19,6.15,LY,1609359115
Ubari,26.59,12.78,56.55,33,0,4.07,LY,1609359115
Ballina,-28.87,153.57,68.0,94,41,4.7,AU,1609358983
Brae,60.4,-1.35,39.2,93,100,11.41,GB,1609359116
East London,-33.02,27.91,70.39,77,97,8.52,ZA,1609359116
Buala,-8.14,159.59,80.78,73,100,7.23,SB,1609359116
Pedernales,18.04,-71.74,87.8,79,20,11.41,DO,1609359116
Aykhal,66.0,111.5,-7.6,76,0,8.95,RU,1609359116
Izmalkovo,52.69,37.96,29.39,99,100,11.1,RU,1609359116
Arman',59.7,150.17,-5.13,80,100,17.4,RU,1609359116
Port-Gentil,-0.72,8.78,82.4,83,75,6.93,GA,1609359116
Yarensk,62.17,49.09,4.33,94,100,4.34,RU,1609359117
Altay,47.87,88.12,5.47,70,100,0.58,CN,1609359117
Geraldton,-28.77,114.6,66.2,88,75,3.36,AU,1609359117
Springfield,37.22,-93.3,32.0,93,90,14.99,US,1609359117
Salalah,17.02,54.09,73.4,60,0,5.82,OM,1609359117
Sonoma,38.55,-122.9,55.0,66,20,2.01,US,1609359117
Tyumentsevo,53.32,81.5,-14.03,89,96,10.09,RU,1609359117
Sorong,-0.88,131.25,80.49,80,100,2.71,ID,1609359117
Pevek,69.7,170.31,-8.63,91,100,13.44,RU,1609359117
Port Lincoln,-34.73,135.87,60.39,83,53,17.2,AU,1609358994
Teknāf,20.86,92.31,63.23,68,41,6.55,BD,1609359118
Lüderitz,-26.65,15.16,62.6,82,1,19.46,NA,1609359074
Ketchikan,55.34,-131.65,39.2,80,1,16.11,US,1609359118
Torbay,47.67,-52.73,32.0,68,75,20.8,CA,1609359118
Cabedelo,-6.98,-34.83,86.0,62,20,13.87,BR,1609359118
Vicksburg,32.35,-90.88,68.0,77,75,16.11,US,1609359118
Maragogi,-9.01,-35.22,79.29,77,18,12.24,BR,1609358899
Thompson,55.74,-97.86,6.8,84,90,3.36,CA,1609359035
Matam,15.62,-13.33,89.6,35,0,6.02,SN,1609359118
‘Ewa Beach,21.32,-158.01,80.01,61,1,3.36,US,1609359118
Talnakh,69.49,88.4,-5.8,53,0,6.71,RU,1609359118
Byron Bay,-28.65,153.62,68.0,94,24,4.7,AU,1609359119
Mauá,-23.67,-46.46,87.01,40,75,14.99,BR,1609358949
Leningradskiy,69.38,178.42,-6.48,89,97,5.1,RU,1609358980
Camaná,-16.62,-72.71,74.77,67,94,7.85,PE,1609359119
Acandí,8.51,-77.28,84.02,65,8,6.29,CO,1609359119
Sakakah,29.97,40.21,51.8,71,75,11.41,SA,1609359120
Vila do Maio,15.13,-23.22,75.2,73,40,19.46,CV,1609359120
Drayton Valley,53.22,-114.99,27.52,92,67,4.12,CA,1609359120
Lilongwe,-13.97,33.79,70.05,84,100,6.35,MW,1609359120
Camalú,30.85,-116.07,66.99,6,0,5.99,MX,1609359120
Henties Bay,-22.12,14.28,64.99,85,99,8.41,NA,1609359120
Lisala,2.15,21.52,77.45,66,100,2.8,CD,1609359062
Santa Maria,-29.68,-53.81,96.8,34,40,11.41,BR,1609359120
Moskovskiy,55.6,37.35,25.0,100,90,11.18,RU,1609359121
Zhigansk,66.77,123.37,-7.56,87,61,23.98,RU,1609359121
Mar del Plata,-38.0,-57.56,73.4,35,0,18.34,AR,1609359121
Buraidah,26.33,43.98,60.8,77,20,8.05,SA,1609359121
Illapel,-31.63,-71.17,83.23,25,0,9.35,CL,1609358952
Aklavik,68.22,-135.01,-14.8,75,90,3.36,CA,1609359121
Porto Santo,33.07,-16.34,59.0,77,40,14.99,PT,1609359121
Sinazongwe,-17.26,27.46,81.03,66,100,2.35,ZM,1609359121
Lorengau,-2.02,147.27,81.39,68,100,3.69,PG,1609359121
Vardø,70.37,31.11,23.0,85,40,14.99,NO,1609359122
Kenosha,42.57,-88.05,30.2,68,90,19.46,US,1609359122
Chui,-33.7,-53.46,72.16,88,96,6.4,UY,1609359122
Budogoshch',59.28,32.47,34.75,94,100,8.63,RU,1609359122
Gambēla,8.25,34.58,86.58,31,69,2.28,ET,1609359122
Klaksvík,62.23,-6.59,37.4,86,100,26.4,FO,1609359122
Pemangkat,1.17,108.97,77.22,86,100,6.26,ID,1609359122
Oodweyne,9.41,45.06,69.48,43,65,7.56,SO,1609359122
Iqaluit,63.75,-68.51,8.6,55,75,10.29,CA,1609359123
Tubigan,8.53,124.31,73.99,94,57,4.0,PH,1609359123
Izhma,65.01,53.91,-19.39,86,34,5.23,RU,1609359123
Pisco,-13.7,-76.22,71.6,78,75,9.17,PE,1609359049
Chihuahua,28.5,-106.0,37.0,93,90,25.28,MX,1609359123
Lompoc,34.64,-120.46,60.8,50,1,11.92,US,1609359088
Rabo de Peixe,37.8,-25.58,55.4,82,20,10.29,PT,1609359123
Nome,64.5,-165.41,19.4,85,98,5.82,US,1609358953
Pontianak,-0.03,109.33,74.3,94,100,2.84,ID,1609359124
Lavrentiya,65.58,-171.0,21.87,97,100,9.6,RU,1609359046
Avera,33.19,-82.53,62.6,72,90,6.76,US,1609359083
Gamba,-2.65,10.0,77.67,88,100,3.51,GA,1609359124
Atambua,-9.11,124.89,75.02,89,84,1.28,ID,1609359124
Kudahuvadhoo,2.67,72.89,82.36,74,30,5.53,MV,1609359124
Bom Jardim,-7.8,-35.59,82.4,61,40,13.87,BR,1609359124
Lata,40.16,-8.33,48.0,93,20,1.12,PT,1609359124
Jayanca,-6.39,-79.82,77.0,65,75,10.29,PE,1609359124
Ziro,27.63,93.83,33.15,89,100,2.62,IN,1609359125
Mackenzie,55.3,-123.17,21.2,85,90,6.93,CA,1609359125
La Ronge,55.1,-105.28,6.8,84,100,2.24,CA,1609359125
Touros,-5.2,-35.46,86.0,62,40,13.87,BR,1609359125
Tual,-5.67,132.75,83.93,76,100,12.66,ID,1609359125
Hasaki,35.73,140.83,33.8,50,20,18.34,JP,1609359125
Aswān,24.09,32.91,63.63,28,0,10.51,EG,1609359125
Makakilo City,21.35,-158.09,80.01,61,1,3.36,US,1609359126
Grand Gaube,-20.01,57.66,78.01,82,32,7.0,MU,1609359126
Spirovo,57.42,34.98,30.74,99,100,8.95,RU,1609359126
Mosquera,4.71,-74.23,64.4,63,75,16.11,CO,1609358859
Vestmannaeyjar,63.44,-20.27,32.72,87,0,12.55,IS,1609359126
Ola,59.58,151.28,-8.61,84,100,17.87,RU,1609359126
Hay River,60.82,-115.8,5.0,84,99,3.36,CA,1609359126
Port Augusta,-32.5,137.77,64.4,82,0,14.99,AU,1609359127
Uglovoye,44.82,33.6,52.14,56,32,7.72,UA,1609359127
Dawlatabad,36.41,64.91,24.08,88,3,0.22,AF,1609359127
Lucknow,26.85,80.92,50.0,87,0,2.24,IN,1609359021
Rawson,-43.3,-65.1,62.98,44,58,17.87,AR,1609359127
Mandalī,33.75,45.55,56.7,42,0,4.05,IQ,1609359127
Sørland,67.67,12.69,39.2,74,20,11.41,NO,1609359127
Bosaso,11.28,49.18,74.86,69,9,10.47,SO,1609359128
Broome,42.25,-75.83,36.0,58,90,12.75,US,1609358875
Muros,42.78,-9.06,50.0,95,81,15.35,ES,1609359128
Srandakan,-7.94,110.25,74.3,95,100,12.39,ID,1609359128
Dodge City,37.75,-100.02,41.0,51,1,11.41,US,1609359038
Sabzawār,36.21,57.68,36.73,62,10,6.31,IR,1609359128
Ciudad Bolivar,8.12,-63.55,76.96,81,100,4.43,VE,1609359128
Matara,5.95,80.54,75.79,88,11,9.26,LK,1609359129
Murygino,58.74,49.46,6.51,95,100,5.03,RU,1609359129
Saint Anthony,45.02,-93.22,25.0,68,90,14.99,US,1609359129
Coquimbo,-29.95,-71.34,68.0,68,0,14.99,CL,1609359129
Greifswald,54.1,13.38,35.01,88,13,1.99,DE,1609359129
Banda Aceh,5.56,95.32,77.34,81,85,10.51,ID,1609359129
Victoria Point,-27.58,153.3,72.0,94,39,3.0,AU,1609359129
Tahoua,14.89,5.27,74.62,17,0,8.59,NE,1609359129
Sistranda,63.73,8.83,35.6,74,75,12.75,NO,1609359129
Narsaq,60.92,-46.05,26.6,58,90,5.82,GL,1609359130
Longyearbyen,78.22,15.64,28.4,86,75,2.24,SJ,1609358925
Evensk,61.95,159.23,-4.04,84,93,13.91,RU,1609359130
Nouakchott,18.09,-15.98,71.6,68,99,17.22,MR,1609358940
Donskoye,45.46,41.97,26.6,100,20,11.18,RU,1609359130
Souillac,-20.52,57.52,75.2,94,40,14.99,MU,1609359130
Yuli,9.7,10.27,80.17,23,100,6.06,NG,1609359130
Asău,46.43,26.4,43.0,100,75,8.05,RO,1609359130
Kavaratti,10.57,72.64,81.9,75,0,6.89,IN,1609359130
Rio Grande,-32.03,-52.1,95.0,50,40,13.87,BR,1609358946
Hofn,64.25,-15.21,21.2,67,20,9.17,IS,1609359131
Bermejo,-32.88,-68.8,82.4,21,0,6.93,AR,1609359131
Hambantota,6.12,81.12,77.41,84,11,13.71,LK,1609359072
Naze,28.37,129.48,51.8,81,75,26.4,JP,1609359131
Amboasary,-25.03,46.38,78.8,83,20,21.92,MG,1609359131
Pārvatipuram,18.78,83.43,63.27,80,0,2.77,IN,1609359131
Andrews,32.32,-102.55,37.99,68,90,17.22,US,1609359131
Puerto Colombia,10.99,-74.95,87.8,55,20,13.87,CO,1609358833
Barranco,9.52,-82.7,82.4,74,0,9.17,PA,1609359132
Boyolangu,-8.12,111.89,75.54,88,100,3.36,ID,1609359132
Mayskiy,47.69,40.1,32.0,98,90,15.66,RU,1609359132
Buritizeiro,-17.35,-44.96,83.68,63,95,4.03,BR,1609358998
Puerto Escondido,15.85,-97.07,82.35,60,0,13.98,MX,1609359133
College,64.86,-147.8,-4.0,76,40,3.36,US,1609359133
George,-33.96,22.46,66.2,72,85,1.12,ZA,1609359133
Kalmunai,7.42,81.82,78.48,86,80,9.44,LK,1609359133
Le Havre,49.49,0.11,37.4,93,100,6.93,FR,1609359133
Bara,10.37,10.73,77.13,23,100,8.14,NG,1609359133
Beyneu,45.32,55.2,30.02,91,0,11.54,KZ,1609359133
Acaraú,-2.89,-40.12,83.75,67,81,18.05,BR,1609358947
Yulara,-25.24,130.99,69.8,21,0,6.93,AU,1609359133
Kieta,-6.22,155.63,80.13,77,100,0.98,PG,1609359133
Frederick,39.47,-77.4,44.6,42,40,13.87,US,1609359134
Hirara,24.8,125.28,54.54,81,100,31.59,JP,1609359134
Ambovombe,-25.17,46.08,74.3,78,0,10.02,MG,1609359134
Dzaoudzi,-12.79,45.27,82.4,74,20,4.7,YT,1609359134
Butterworth,5.4,100.36,77.0,88,20,2.24,MY,1609359134
Margate,51.38,1.39,37.0,84,97,1.99,GB,1609359134
Jasper,37.2,-94.35,34.0,96,90,11.83,US,1609359134
Nokia,61.47,23.5,36.0,93,75,11.41,FI,1609359134
Seddon,-37.81,144.89,61.0,87,90,14.99,AU,1609359135
Machachi,-0.5,-78.57,66.2,58,75,8.05,EC,1609359135
Tautira,-17.73,-149.15,86.0,70,40,3.36,PF,1609359135
Port Macquarie,-31.43,152.92,68.0,99,16,1.99,AU,1609359117
Kazanskoye,55.64,69.23,-20.78,87,76,7.18,RU,1609359135
Bethel,41.37,-73.41,35.6,37,1,9.17,US,1609359135
Assiniboia,49.63,-105.98,23.0,62,73,13.87,CA,1609359135
Eten,-6.91,-79.86,77.0,65,75,10.29,PE,1609359135
Nyrob,60.73,56.72,-6.54,91,100,4.27,RU,1609359135
Arkhangelsk,64.54,40.54,6.8,77,90,6.71,RU,1609359136
Cayenne,4.93,-52.33,82.4,83,75,5.82,GF,1609359136
Jalu,29.03,21.55,56.7,42,4,6.82,LY,1609359052
Bozoum,6.32,16.38,73.67,29,100,2.04,CF,1609359136
Celestún,20.87,-90.4,81.43,60,44,7.7,MX,1609359136
Constitución,-35.33,-72.42,68.49,38,0,20.87,CL,1609359056
Laguna,38.42,-121.42,55.0,71,1,6.93,US,1609359136
Morondava,-20.28,44.28,82.26,77,51,8.48,MG,1609359137
Vila,42.03,-8.16,39.99,95,96,5.99,PT,1609359137
Portage,41.17,-81.2,45.0,75,90,5.82,US,1609359137
Vao,-22.67,167.48,77.86,84,100,27.02,NC,1609359137
Jacksonville Beach,30.29,-81.39,69.8,68,90,5.82,US,1609358892
Taoudenni,22.68,-3.98,73.62,25,0,4.72,ML,1609359137
Stanley,-51.7,-57.85,48.2,81,75,23.04,FK,1609359137
Beaverlodge,55.22,-119.44,10.4,78,40,4.7,CA,1609359137
Huaihua,27.55,109.96,31.26,92,0,3.67,CN,1609359137
Mēga,4.05,38.3,63.41,79,0,8.72,ET,1609359137
Yar-Sale,66.83,70.83,-15.95,89,94,5.48,RU,1609359137
Vidim,56.41,103.11,-20.69,84,64,4.05,RU,1609359138
Dubai,25.26,55.3,69.8,52,0,6.93,AE,1609359062
Coronado,32.69,-117.18,64.99,44,20,3.36,US,1609359138
Mattru,7.62,-11.83,77.07,80,63,4.27,SL,1609359138
Grindavik,63.84,-22.43,28.4,92,0,4.7,IS,1609359138
Nador,35.17,-2.93,51.8,57,0,5.82,MA,1609359138
Kokopo,-4.35,152.26,76.75,82,100,3.47,PG,1609359138
La Asuncion,11.03,-63.86,79.57,77,43,9.4,VE,1609359138
Olafsvik,64.89,-23.71,32.0,92,0,7.07,IS,1609359103
Stonewall,50.13,-97.33,10.4,85,20,2.24,CA,1609359138
Marsá Maţrūḩ,31.35,27.25,59.0,77,40,6.08,EG,1609359139
Norsup,-16.07,167.38,75.2,100,75,8.08,VU,1609359139
Los Llanos de Aridane,28.66,-17.92,64.4,72,75,4.7,ES,1609359139
Eisenberg,50.97,11.9,37.0,93,92,4.0,DE,1609359139
Arrecife,28.96,-13.55,62.6,59,20,5.82,ES,1609359139
Tamorong,17.33,120.43,73.78,70,0,13.51,PH,1609359139
Port Saint Lucie,27.29,-80.35,77.0,50,75,14.99,US,1609359139
Jumla,29.27,82.18,33.55,56,0,4.76,NP,1609359139
Along,28.17,94.77,46.38,55,65,2.04,IN,1609359140
Changping,40.22,116.22,19.99,28,0,6.71,CN,1609359140
São João da Barra,-21.64,-41.05,84.2,54,0,18.34,BR,1609359140
Saluzzo,44.65,7.49,34.0,86,0,6.93,IT,1609359140
Swan Hill,-35.34,143.55,61.99,64,90,12.75,AU,1609359140
Sur,22.57,59.53,67.42,52,0,5.46,OM,1609359140
Chanute,37.68,-95.46,39.2,59,1,9.17,US,1609358901
Pacific Grove,36.62,-121.92,55.0,66,1,5.82,US,1609359141
Olinda,-8.01,-34.86,77.0,83,75,16.11,BR,1609358993
Comodoro Rivadavia,-45.87,-67.5,66.2,45,20,13.87,AR,1609359141
Hamilton,39.18,-84.53,51.8,81,90,9.17,US,1609358908
Atagay,55.1,99.39,-18.2,84,90,2.75,RU,1609359141
Dunedin,-45.87,170.5,57.99,89,100,1.99,NZ,1609359141
Viytivka,48.43,29.54,47.48,91,87,13.44,UA,1609359142
Oranjemund,-28.55,16.43,63.61,84,2,13.42,NA,1609359142
Bilibino,68.05,166.44,-29.25,81,100,3.02,RU,1609359142
Lermontovka,47.15,134.34,-16.13,86,83,2.59,RU,1609359093
