City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Talnakh,69.49,88.4,-43.6,64,3,11.18,RU,1608678103
Bonavista,48.65,-53.11,39.2,86,49,18.34,CA,1608678103
San Cristobal,7.77,-72.22,84.2,66,40,9.17,VE,1608677994
Bredasdorp,-34.53,20.04,68.0,88,97,3.31,ZA,1608678068
Dingle,11.0,122.67,77.18,91,12,6.24,PH,1608678103
Praia,14.92,-23.51,72.25,70,13,11.86,CV,1608678103
Quatre Cocos,-20.21,57.76,78.01,83,40,14.99,MU,1608678104
New Norfolk,-42.78,147.06,64.99,62,20,4.0,AU,1608678104
Upernavik,72.79,-56.15,22.6,93,100,29.39,GL,1608678104
Puerto Ayora,-0.74,-90.35,80.6,65,0,17.22,EC,1608678104
Djenné,13.91,-4.55,69.33,22,63,12.46,ML,1608677833
Camopi,3.17,-52.32,73.72,93,98,3.4,GF,1608678104
Tautira,-17.73,-149.15,75.2,94,75,17.22,PF,1608678104
Hilo,19.73,-155.09,82.4,58,20,8.05,US,1608678012
Dicabisagan,17.08,122.42,76.66,85,65,2.48,PH,1608678104
Marsh Harbour,26.54,-77.06,72.05,64,86,15.28,BS,1608678105
Timrå,62.49,17.33,42.01,93,100,16.11,SE,1608678105
Neryungri,56.67,124.65,-16.13,86,76,0.4,RU,1608678105
Clyde River,70.47,-68.59,3.2,84,100,32.46,CA,1608678105
Araouane,18.9,-3.53,60.89,33,0,12.62,ML,1608678105
Papillion,41.15,-96.04,57.2,37,1,12.75,US,1608678106
Porbandar,21.64,69.61,66.0,43,0,7.25,IN,1608678106
Baykit,61.67,96.37,-12.08,85,100,1.92,RU,1608678106
Bradford,53.79,-1.75,39.99,100,80,3.36,GB,1608677819
Avera,33.19,-82.53,53.6,48,1,4.85,US,1608678106
Shimoda,34.67,138.95,43.0,58,0,1.01,JP,1608678106
Puerto Nariño,-3.77,-70.38,78.8,94,75,3.36,CO,1608678106
Arlit,18.74,7.39,66.45,25,0,10.49,NE,1608678107
Fare,-16.7,-151.02,81.16,71,100,8.84,PF,1608678107
Alice Springs,-23.7,133.88,64.4,82,90,10.29,AU,1608678107
Qaanaaq,77.48,-69.36,0.27,77,2,7.0,GL,1608678107
Kapaa,22.08,-159.32,80.6,61,1,8.05,US,1608678108
Zapolyarnyy,69.42,30.81,19.4,100,90,9.17,RU,1608678108
Alyangula,-13.85,136.42,82.4,83,75,10.29,AU,1608678108
Marabba,12.35,32.18,79.92,22,19,12.37,SD,1608678108
Pauini,-7.71,-66.98,75.29,92,100,1.99,BR,1608678109
Bhainsdehi,21.65,77.63,56.43,37,71,3.06,IN,1608678109
Kismayo,-0.36,42.55,79.84,85,51,13.67,SO,1608678109
Itarema,-2.92,-39.92,80.17,74,75,16.13,BR,1608678109
Kuchinarai,16.54,104.05,57.2,87,18,5.82,TH,1608678109
Diffa,13.32,12.61,70.57,22,69,5.39,NE,1608678109
Hässleholm,56.16,13.77,41.0,93,25,11.41,SE,1608678109
Berdigestyakh,62.1,126.7,-40.43,80,80,1.86,RU,1608678109
Dārāb,28.75,54.54,47.71,51,0,1.1,IR,1608678110
Guerrero Negro,27.98,-114.06,69.91,29,25,10.58,MX,1608678110
Arivonimamo,-19.02,47.18,64.4,82,20,8.05,MG,1608678110
Waitati,-45.75,170.57,57.0,94,100,5.99,NZ,1608678110
Khorixas,-20.37,14.97,63.52,58,53,4.92,NA,1608678110
Srednekolymsk,67.45,153.68,-24.92,86,100,3.0,RU,1608678110
Souillac,-20.52,57.52,77.0,83,40,14.99,MU,1608678111
Tiksi,71.69,128.87,-18.18,89,100,5.84,RU,1608678111
Nsanje,-16.92,35.26,76.46,86,99,2.3,MW,1608678111
Vostok,46.49,135.88,2.01,95,84,4.9,RU,1608678111
Eureka,40.8,-124.16,55.99,73,38,5.99,US,1608678111
Jiexiu,37.02,111.91,28.87,64,100,7.43,CN,1608678112
Waycross,31.21,-82.35,64.4,54,1,4.0,US,1608678112
Nicoya,10.15,-85.45,82.4,65,40,18.34,CR,1608678112
Youkounkoun,12.53,-13.13,75.29,21,39,4.03,GN,1608678112
Yüksekova,37.57,44.29,30.2,86,75,4.7,TR,1608678112
Sabang,5.89,95.32,80.65,74,91,15.59,ID,1608678112
Cherskiy,68.75,161.3,-31.05,84,100,4.16,RU,1608678113
Giovinazzo,41.19,16.67,46.99,93,65,5.82,IT,1608678113
Kahului,20.89,-156.47,84.2,54,20,16.11,US,1608678113
Petropavlovsk-Kamchatskiy,53.05,158.65,15.8,72,100,8.95,RU,1608678070
Soyo,-6.13,12.37,77.94,88,100,6.67,AO,1608678113
Naliya,23.27,68.83,63.43,43,0,8.32,IN,1608678114
Byron Bay,-28.65,153.62,80.6,47,41,14.99,AU,1608678114
Sembakung,3.82,117.25,74.35,98,100,4.14,ID,1608678114
Bentiu,9.23,29.83,79.86,30,96,2.82,SS,1608678114
George Town,5.41,100.34,78.8,88,20,6.17,MY,1608678039
Praia da Vitória,38.73,-27.07,55.4,71,75,19.75,PT,1608678115
Umm Kaddadah,13.6,26.69,70.14,22,47,15.23,SD,1608678115
Tilichiki,60.47,166.1,-21.86,89,4,10.69,RU,1608678115
Bethel,41.37,-73.41,39.2,55,75,12.75,US,1608678115
Buraidah,26.33,43.98,57.2,93,40,4.7,SA,1608678115
Wanning,18.8,110.4,66.38,90,100,9.1,CN,1608678115
Lappeenranta,61.06,28.19,34.0,99,100,10.49,FI,1608678116
Provideniya,64.38,-173.3,19.4,92,90,17.9,RU,1608678116
Smithers,54.78,-127.17,21.2,85,75,3.36,CA,1608678116
Russell,32.35,-85.2,66.2,25,1,3.36,US,1608678006
Svetlaya,46.54,138.33,17.19,86,56,6.38,RU,1608678116
Catalina,32.51,-110.92,73.99,14,57,3.0,US,1608678116
Manavālakurichi,8.13,77.3,78.8,100,75,1.12,IN,1608678116
Äänekoski,62.69,25.82,36.0,100,90,12.75,FI,1608678116
Otavi,-19.65,17.33,75.9,41,100,4.76,NA,1608678117
Sinnamary,5.38,-52.95,77.88,87,100,12.82,GF,1608678117
Beringovskiy,63.05,179.32,-19.25,86,42,18.57,RU,1608678117
Bagacay,12.98,124.14,81.23,84,22,12.41,PH,1608678117
Mangaratiba,-22.96,-44.04,75.2,83,90,6.93,BR,1608678117
Alofi,-19.06,-169.92,84.2,79,75,6.93,NU,1608678117
Ocós,14.51,-92.19,86.0,66,20,6.93,GT,1608678117
Fortuna,40.6,-124.16,52.0,66,1,11.41,US,1608678117
Lapa,-25.77,-49.72,64.99,88,90,9.17,BR,1608678059
Marawi,8.0,124.29,73.99,93,0,5.01,PH,1608678117
Maniitsoq,65.42,-52.9,24.75,97,100,11.32,GL,1608678118
Noyabrsk,63.2,75.45,-30.89,84,0,6.82,RU,1608678118
Pampa,35.54,-100.96,66.2,19,1,21.92,US,1608678041
Izumo,35.37,132.77,37.4,93,75,13.87,JP,1608678118
Dessie,11.13,39.63,48.07,79,2,1.57,ET,1608678118
Yangi Marg`ilon,40.43,71.72,32.0,95,90,4.7,UZ,1608678118
Kudahuvadhoo,2.67,72.89,81.12,82,74,19.39,MV,1608678119
Ruiru,-1.16,36.96,62.6,82,0,6.93,KE,1608678119
Gawler,-34.6,138.73,64.99,65,1,1.01,AU,1608678004
Clarence Town,-32.58,151.78,73.0,46,63,14.99,AU,1608678119
Toronto,43.7,-79.42,37.4,59,11,10.27,CA,1608677774
Fairbanks,64.84,-147.72,35.6,47,75,4.7,US,1608678000
Ust-Nera,64.57,143.2,-31.65,74,100,2.28,RU,1608678120
Nuuk,64.18,-51.72,26.6,92,99,3.36,GL,1608678051
Whitianga,-36.83,175.7,68.04,79,100,7.81,NZ,1608678120
Seymchan,62.88,152.43,-28.26,82,100,1.95,RU,1608678120
Papara,-3.98,-38.73,81.0,78,20,6.93,BR,1608678120
Örnsköldsvik,63.29,18.72,39.2,93,100,19.46,SE,1608678121
Fuyu,45.18,124.82,11.17,96,100,7.87,CN,1608678121
Umluj,25.02,37.27,75.06,60,39,6.8,SA,1608678034
Ribeira Grande,38.52,-28.7,56.03,67,8,21.12,PT,1608678121
Nome,64.5,-165.41,28.99,92,90,32.21,US,1608678121
Ruwi,23.6,58.55,68.0,64,40,3.36,OM,1608678121
Harwich,51.94,1.28,50.0,90,100,3.0,GB,1608678121
Bonthe,7.53,-12.51,79.93,81,99,6.31,SL,1608678121
Chabahar,25.29,60.64,68.99,38,0,14.29,IR,1608678122
Yekaterinovka,52.05,44.35,3.72,90,0,3.83,RU,1608678122
Kruisfontein,-34.0,24.73,70.0,94,65,4.0,ZA,1608678122
Bilibino,68.05,166.44,-32.6,80,100,2.35,RU,1608678122
Champasak,14.75,106.0,63.14,88,100,1.07,LA,1608678122
Mgachi,51.05,142.27,-2.79,86,74,2.75,RU,1608678123
Makkah al Mukarramah,21.43,39.83,75.78,63,1,3.51,SA,1608678123
San Vicente,-26.62,-54.13,69.19,51,0,4.34,AR,1608678124
Linxia Chengguanzhen,35.6,103.21,16.61,80,28,0.31,CN,1608678103
Mochalishche,56.33,48.35,21.2,92,90,17.9,RU,1608678124
Kuril'sk,45.23,147.88,32.36,92,98,20.2,RU,1608678124
Dalian,38.91,121.6,41.0,69,62,8.95,CN,1608678124
Hambantota,6.12,81.12,73.4,100,40,3.36,LK,1608678125
High Prairie,55.43,-116.49,12.2,92,30,2.24,CA,1608678101
Kavaratti,10.57,72.64,81.28,71,60,7.47,IN,1608678125
Port Macquarie,-31.43,152.92,79.0,36,63,3.0,AU,1608677943
Sekoma,-24.4,23.88,72.73,82,100,5.84,BW,1608678125
Ishinomaki,38.42,141.3,30.2,86,20,3.36,JP,1608678026
Isangel,-19.55,169.27,84.2,74,75,4.59,VU,1608678125
Hermanus,-34.42,19.23,66.0,94,89,6.6,ZA,1608678125
Tūkrah,32.53,20.58,58.15,76,47,9.37,LY,1608678126
Severo-Kuril'sk,50.68,156.12,21.0,90,95,25.39,RU,1608678126
Khandyga,62.67,135.6,-47.88,77,67,1.03,RU,1608678126
Araguaína,-7.19,-48.21,77.99,83,100,1.92,BR,1608677883
Bathsheba,13.22,-59.52,78.8,83,75,19.46,BB,1608678126
Baruun-Urt,46.68,113.28,8.15,93,100,9.24,MN,1608678126
Venado Tuerto,-33.75,-61.97,84.99,31,0,3.0,AR,1608678004
Tarakan,3.3,117.63,76.21,94,100,10.42,ID,1608678127
Darhan,49.49,105.92,6.85,93,100,1.7,MN,1608678127
Geraldton,-28.77,114.6,82.4,23,0,8.05,AU,1608678127
Kumul,42.8,93.45,13.35,86,29,2.71,CN,1608678127
Launceston,-41.45,147.17,66.0,77,75,3.36,AU,1608678127
Aswān,24.09,32.91,61.41,32,6,9.98,EG,1608678127
Binga,-17.62,27.34,75.88,73,68,1.9,ZW,1608678127
Matara,5.95,80.54,73.99,92,95,2.93,LK,1608678127
Cleethorpes,53.56,-0.03,39.2,93,90,3.36,GB,1608678127
Nichinan,31.6,131.37,35.6,66,20,8.05,JP,1608678127
Atambua,-9.11,124.89,75.24,88,100,3.56,ID,1608678127
Sayyan,15.17,44.32,45.19,70,7,3.0,YE,1608678127
Ilulissat,69.22,-51.1,24.8,68,100,11.41,GL,1608678128
Morant Bay,17.88,-76.41,84.2,66,20,3.36,JM,1608678128
São João da Barra,-21.64,-41.05,77.0,90,96,3.2,BR,1608678086
Vila Velha,-20.33,-40.29,78.8,83,40,10.29,BR,1608678111
Touros,-5.2,-35.46,78.8,78,20,12.75,BR,1608678128
Kavieng,-2.57,150.8,82.54,79,87,11.41,PG,1608678129
Sulangan,11.14,123.72,81.18,81,0,12.03,PH,1608678129
Sur,22.57,59.53,70.97,65,0,10.04,OM,1608678129
Anadyr,64.75,177.48,-14.01,68,40,20.13,RU,1608678129
Caravelas,-17.71,-39.25,77.09,82,8,9.57,BR,1608678129
Puerto Padre,21.2,-76.6,80.6,69,40,13.87,CU,1608678130
Padilla,3.22,-76.31,82.4,58,75,0.36,CO,1608678130
Bodø,67.28,14.4,39.2,55,75,19.46,NO,1608678130
Zhangzhou,24.51,117.66,59.0,93,90,2.24,CN,1608678130
Huarmey,-10.07,-78.15,70.72,76,77,8.84,PE,1608678130
Nishihara,26.18,127.76,68.0,68,20,9.17,JP,1608678131
Dawlatabad,36.41,64.91,36.3,79,92,4.9,AF,1608678131
Solnechnyy,50.72,136.63,0.5,83,0,2.3,RU,1608678131
Sturgeon Falls,46.36,-79.93,19.0,85,75,6.93,CA,1608678131
Mareeba,-17.0,145.43,90.0,70,63,4.7,AU,1608678131
San Patricio,28.02,-97.52,73.4,64,90,17.22,US,1608678132
Belaya Gora,68.53,146.42,-21.66,87,100,4.03,RU,1608678132
Valparai,10.37,76.97,77.0,83,75,2.82,IN,1608677899
Chilca,-12.52,-76.74,69.8,77,75,18.34,PE,1608678132
Rio Branco,-9.97,-67.81,73.4,100,75,2.24,BR,1608678132
Vestmanna,62.16,-7.17,35.6,82,83,8.05,FO,1608678133
Port Hardy,50.7,-127.42,42.8,75,75,3.67,CA,1608678011
Mabaruma,8.2,-59.78,74.08,98,99,3.49,GY,1608678133
Sitka,57.05,-135.33,42.8,60,90,17.22,US,1608678133
Catumbela,-12.43,13.55,74.43,84,84,5.64,AO,1608678133
Andenes,69.31,16.12,37.4,67,61,12.75,NO,1608678133
Río Gallegos,-51.62,-69.22,62.6,21,75,19.46,AR,1608678133
Nago,26.59,127.98,68.0,64,75,10.29,JP,1608678007
Arona,28.1,-16.68,64.99,51,0,8.05,ES,1608678133
Åmot,59.57,7.99,34.0,94,15,9.28,NO,1608678133
Notodden,59.56,9.26,34.0,94,54,3.78,NO,1608678134
Zhigansk,66.77,123.37,-47.11,77,54,1.32,RU,1608678134
Sinazongwe,-17.26,27.46,78.3,71,41,3.31,ZM,1608678134
Paraná,-31.73,-60.52,87.01,22,0,4.0,AR,1608678066
Bud,39.45,-86.18,42.8,56,40,4.7,US,1608678135
Sheregesh,52.92,87.99,6.17,94,100,6.49,RU,1608678135
Ocampo,21.65,-101.5,66.4,26,92,9.8,MX,1608678135
Kirakira,-10.45,161.92,85.24,69,57,1.25,SB,1608678135
Vila Franca do Campo,37.72,-25.43,55.4,62,20,11.41,PT,1608678135
Qaqortoq,60.72,-46.03,28.4,54,100,8.05,GL,1608678135
Kulhudhuffushi,6.62,73.07,79.81,86,99,19.26,MV,1608678135
Comodoro Rivadavia,-45.87,-67.5,78.8,24,40,26.4,AR,1608678135
Hurricane,37.18,-113.29,64.0,18,1,18.34,US,1608678135
Longyearbyen,78.22,15.64,26.6,79,20,46.08,SJ,1608678135
Assiniboia,49.63,-105.98,19.4,85,100,25.28,CA,1608678135
Lompoc,34.64,-120.46,61.0,72,1,12.75,US,1608677985
Tocopilla,-22.09,-70.2,67.69,58,32,3.29,CL,1608678113
Ancud,-41.87,-73.82,50.0,87,30,8.01,CL,1608678136
Codrington,-38.27,141.97,59.36,72,57,13.04,AU,1608678136
Gillette,44.29,-105.5,46.4,42,75,32.21,US,1608678136
Pundaguitan,6.37,126.17,81.81,76,56,8.39,PH,1608678136
Athabasca,54.72,-113.29,14.0,85,28,2.24,CA,1608677896
Port Blair,11.67,92.75,77.14,72,20,10.25,IN,1608678136
Cidreira,-30.18,-50.21,67.39,70,0,6.8,BR,1608678137
Jalu,29.03,21.55,53.15,74,0,6.22,LY,1608678137
Tigzirt,36.89,4.12,56.61,70,0,6.2,DZ,1608678137
Houston,29.76,-95.36,68.0,59,20,13.87,US,1608677633
Denpasar,-8.65,115.22,80.6,78,40,8.05,ID,1608678137
Omboué,-1.57,9.26,75.9,89,57,5.61,GA,1608678137
Leningradskiy,69.38,178.42,-10.43,89,100,12.84,RU,1608678137
Gorontalo,0.54,123.06,79.11,85,100,3.47,ID,1608678137
Mpulungu,-8.76,31.11,72.45,74,100,2.39,ZM,1608678138
Massakory,13.0,15.73,73.42,20,0,8.12,TD,1608678138
Ploemeur,47.73,-3.43,55.99,100,90,14.99,FR,1608678138
Kamenka,51.32,42.77,4.84,93,0,3.91,RU,1608678138
Dunmore Town,25.5,-76.65,73.38,65,76,17.49,BS,1608678139
Kendallville,41.44,-85.27,34.0,86,62,4.7,US,1608678139
Lavrentiya,65.58,-171.0,15.64,96,100,18.88,RU,1608678139
Novoagansk,61.94,76.66,-30.77,84,0,5.44,RU,1608678139
Chernyshevskiy,63.01,112.47,-26.41,88,100,1.41,RU,1608678139
Evensk,61.95,159.23,-19.43,76,83,8.9,RU,1608678140
Adrar,20.5,-10.07,58.86,35,0,11.79,MR,1608678140
Novolabinskaya,45.11,39.89,30.2,86,75,8.95,RU,1608678140
Ferme-Neuve,46.7,-75.45,21.2,79,99,8.05,CA,1608678140
Meulaboh,4.14,96.13,76.21,90,93,4.9,ID,1608678141
Ebersberg,48.08,11.97,53.01,85,100,5.99,DE,1608678141
Katherine,-14.47,132.27,77.0,88,100,5.82,AU,1608678141
Zhangjiakou,40.81,114.88,17.98,77,0,11.23,CN,1608678141
Tessalit,20.2,1.01,56.46,36,0,11.81,ML,1608678141
Lucapa,-8.42,20.74,65.05,96,54,2.15,AO,1608678141
Port Moresby,-9.44,147.18,82.4,74,40,6.93,PG,1608678141
Burley,42.54,-113.79,35.6,47,1,23.04,US,1608678142
Miepherkeim,38.14,41.01,44.6,100,90,8.05,TR,1608678142
Pemba,-12.97,40.52,81.28,79,61,7.2,MZ,1608678142
Pokosnoye,55.53,101.05,-0.83,91,100,7.11,RU,1608678142
Camaná,-16.62,-72.71,69.69,69,72,5.14,PE,1608678086
Mehamn,71.04,27.85,30.2,86,0,6.93,NO,1608678142
Riyadh,24.69,46.72,55.4,54,0,4.7,SA,1608677992
Narsaq,60.92,-46.05,28.4,54,100,8.05,GL,1608678142
Talaya,61.38,152.75,-34.64,80,100,2.95,RU,1608678143
Montreal,45.51,-73.59,35.6,93,97,4.7,CA,1608677903
Korgen,66.08,13.82,35.6,64,75,14.99,NO,1608678143
Mgandu,-5.95,34.13,62.37,91,20,2.68,TZ,1608678143
Nova Londrina,-22.77,-52.98,79.99,65,23,5.14,BR,1608678070
Hermiston,45.84,-119.29,48.99,49,1,16.11,US,1608678059
Visby,57.64,18.3,43.0,100,100,12.75,SE,1608678143
